epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1564.51,0.96972,0.62899,0.93173,0.6479,0.41495,0.43958,0.25129,1.21318,0.82101,1.06131,0.000494885,0.000494885,0.000494885
43,1601.1,0.9842,0.64473,0.93289,0.52849,0.45994,0.43238,0.23194,1.18662,0.81828,1.05086,0.000486639,0.000486639,0.000486639
44,1637.83,0.959,0.60185,0.9054,0.6728,0.44692,0.48207,0.27001,1.19845,0.79195,1.06637,0.000478392,0.000478392,0.000478392
45,1674.84,0.96998,0.62954,0.92823,0.59978,0.3925,0.41797,0.2221,1.16766,0.78356,1.05204,0.000470145,0.000470145,0.000470145
46,1711.29,0.96462,0.64061,0.92922,0.69201,0.41731,0.43948,0.21692,1.20059,0.83833,1.07033,0.000461898,0.000461898,0.000461898
47,1747.88,0.94788,0.60104,0.91369,0.68793,0.38606,0.43593,0.24216,1.14938,0.80458,1.0407,0.000453652,0.000453652,0.000453652
48,1784.73,0.95848,0.60084,0.91957,0.64728,0.43034,0.44276,0.24483,1.14699,0.81142,1.04919,0.000445405,0.000445405,0.000445405
49,1821.73,0.9142,0.59947,0.90812,0.67453,0.39894,0.43932,0.22041,1.16777,0.80616,1.04591,0.000437158,0.000437158,0.000437158
50,1858.84,0.92805,0.59346,0.8994,0.66364,0.3738,0.44156,0.21744,1.25121,0.84754,1.08755,0.000428912,0.000428912,0.000428912
51,1895.6,0.92155,0.57669,0.90762,0.53015,0.45224,0.46822,0.23328,1.20085,0.81635,1.07341,0.000420665,0.000420665,0.000420665
52,1932.35,0.91483,0.58281,0.90696,0.66097,0.38349,0.43761,0.23705,1.16572,0.80392,1.03884,0.000412418,0.000412418,0.000412418
53,1968.95,0.90904,0.57403,0.90885,0.55489,0.46845,0.45865,0.22905,1.17294,0.80816,1.04079,0.000404172,0.000404172,0.000404172
54,2005.99,0.91686,0.58653,0.90375,0.60794,0.46322,0.46351,0.24496,1.15586,0.78132,1.04497,0.000395925,0.000395925,0.000395925
55,2042.29,0.88183,0.55147,0.89984,0.74628,0.3885,0.45521,0.23486,1.17297,0.78253,1.05243,0.000387678,0.000387678,0.000387678
56,2079.12,0.89526,0.55643,0.89351,0.66924,0.3819,0.4399,0.2334,1.15934,0.78618,1.03783,0.000379431,0.000379431,0.000379431
57,2115.53,0.86392,0.52606,0.88296,0.52595,0.47173,0.48877,0.25762,1.15119,0.78384,1.05323,0.000371185,0.000371185,0.000371185
58,2153.32,0.87052,0.53599,0.88767,0.69606,0.33694,0.4525,0.25655,1.13772,0.77152,1.04644,0.000362938,0.000362938,0.000362938
59,2190.17,0.89202,0.54348,0.88515,0.50513,0.38729,0.40067,0.23095,1.13797,0.77566,1.03209,0.000354691,0.000354691,0.000354691
60,2226.46,0.88722,0.53724,0.8871,0.54186,0.43722,0.43222,0.24377,1.12971,0.72576,1.05264,0.000346445,0.000346445,0.000346445
61,2263.23,0.84631,0.51843,0.88727,0.5521,0.45203,0.46939,0.25162,1.12245,0.74831,1.04054,0.000338198,0.000338198,0.000338198
62,2300.21,0.86105,0.52517,0.88049,0.73982,0.39839,0.45898,0.24636,1.12715,0.7676,1.03356,0.000329951,0.000329951,0.000329951
63,2337.23,0.84889,0.52758,0.88374,0.71706,0.37271,0.45096,0.24045,1.12843,0.80508,1.03401,0.000321705,0.000321705,0.000321705
64,2373.58,0.83869,0.51206,0.87591,0.73119,0.40649,0.45546,0.23837,1.13583,0.78052,1.05003,0.000313458,0.000313458,0.000313458
65,2410.15,0.81643,0.49843,0.88137,0.70092,0.40448,0.46604,0.24442,1.14634,0.80636,1.05618,0.000305211,0.000305211,0.000305211
66,2446.9,0.83854,0.50348,0.87969,0.63284,0.45076,0.45957,0.24566,1.09153,0.76577,1.03161,0.000296964,0.000296964,0.000296964
67,2483.65,0.80058,0.48636,0.87216,0.65494,0.3975,0.44267,0.23233,1.12297,0.78908,1.03562,0.000288718,0.000288718,0.000288718
68,2520.39,0.81583,0.49815,0.87872,0.55965,0.43783,0.44882,0.24279,1.14551,0.79089,1.05172,0.000280471,0.000280471,0.000280471
69,2557.1,0.81872,0.49144,0.86977,0.68834,0.38002,0.4343,0.24354,1.12645,0.78065,1.04359,0.000272224,0.000272224,0.000272224
70,2593.8,0.79641,0.48604,0.86348,0.66326,0.39842,0.4453,0.23814,1.14612,0.76669,1.04665,0.000263978,0.000263978,0.000263978
71,2630.59,0.80778,0.49053,0.86668,0.70767,0.42524,0.46454,0.2486,1.15848,0.77815,1.04973,0.000255731,0.000255731,0.000255731
72,2667.38,0.79797,0.47553,0.86815,0.70486,0.42489,0.47441,0.25028,1.13068,0.74665,1.04201,0.000247484,0.000247484,0.000247484
73,2704,0.76646,0.46108,0.86183,0.60659,0.4286,0.45344,0.243,1.10602,0.75865,1.03174,0.000239238,0.000239238,0.000239238
74,2741.33,0.80538,0.48177,0.87833,0.65335,0.41798,0.46103,0.25744,1.09419,0.74835,1.0083,0.000230991,0.000230991,0.000230991
75,2777.9,0.78021,0.45591,0.85806,0.74028,0.38026,0.46134,0.25304,1.09672,0.75704,1.01764,0.000222744,0.000222744,0.000222744
76,2814.61,0.7451,0.44615,0.85899,0.7217,0.38985,0.45981,0.26001,1.09463,0.77028,1.01889,0.000214497,0.000214497,0.000214497
77,2851.24,0.76651,0.45136,0.85642,0.67175,0.3988,0.45414,0.2543,1.0925,0.7447,1.02261,0.000206251,0.000206251,0.000206251
78,2887.85,0.78534,0.46346,0.85628,0.63,0.42106,0.4568,0.24682,1.11796,0.75261,1.04023,0.000198004,0.000198004,0.000198004
79,2924.8,0.76901,0.4582,0.8584,0.68446,0.42358,0.45899,0.24083,1.13113,0.74341,1.04549,0.000189757,0.000189757,0.000189757
80,2961.76,0.73985,0.44658,0.85046,0.65407,0.4251,0.44417,0.24101,1.12417,0.7358,1.0492,0.000181511,0.000181511,0.000181511
81,2998.4,0.75926,0.4458,0.86453,0.62794,0.41662,0.4385,0.24795,1.12396,0.7373,1.04944,0.000173264,0.000173264,0.000173264
82,3035.5,0.72082,0.42885,0.84568,0.48917,0.47115,0.42422,0.2369,1.11632,0.74939,1.04059,0.000165017,0.000165017,0.000165017
83,3072.12,0.73988,0.43503,0.853,0.5991,0.46029,0.45509,0.23836,1.10862,0.73618,1.04466,0.000156771,0.000156771,0.000156771
84,3108.78,0.73095,0.43003,0.84029,0.54109,0.46386,0.48301,0.25568,1.10751,0.73495,1.04045,0.000148524,0.000148524,0.000148524
85,3145.66,0.71474,0.42205,0.85476,0.47254,0.50629,0.45279,0.25248,1.09842,0.71812,1.0353,0.000140277,0.000140277,0.000140277
86,3182.52,0.6901,0.41156,0.84993,0.51607,0.38849,0.41998,0.23346,1.09201,0.72192,1.02913,0.000132031,0.000132031,0.000132031
87,3219.3,0.72531,0.41927,0.84368,0.47235,0.45081,0.41299,0.22804,1.10956,0.74677,1.0397,0.000123784,0.000123784,0.000123784
88,3256.36,0.69117,0.40586,0.83703,0.44441,0.46527,0.41936,0.23169,1.12143,0.74909,1.04572,0.000115537,0.000115537,0.000115537
89,3293.08,0.69756,0.40428,0.84254,0.39418,0.48291,0.40682,0.23479,1.10641,0.75636,1.03846,0.00010729,0.00010729,0.00010729
90,3330.67,0.70346,0.41036,0.84112,0.67653,0.3697,0.41952,0.23895,1.10851,0.74716,1.03311,9.90437e-05,9.90437e-05,9.90437e-05
91,3376.86,0.70241,0.40224,0.84037,0.60815,0.42119,0.44276,0.23116,1.11805,0.76212,1.05405,9.0797e-05,9.0797e-05,9.0797e-05
92,3413.08,0.6969,0.39883,0.83434,0.59239,0.4313,0.45154,0.22694,1.13809,0.75805,1.05447,8.25503e-05,8.25503e-05,8.25503e-05
93,3449.72,0.68752,0.39168,0.82971,0.43376,0.41997,0.41252,0.22677,1.12325,0.76429,1.05052,7.43036e-05,7.43036e-05,7.43036e-05
94,3486.32,0.69505,0.39527,0.83297,0.68691,0.3672,0.39942,0.22544,1.1305,0.75617,1.05635,6.60569e-05,6.60569e-05,6.60569e-05
95,3522.71,0.65746,0.37698,0.8328,0.70799,0.3463,0.39742,0.22592,1.10987,0.74293,1.05539,5.78102e-05,5.78102e-05,5.78102e-05
96,3559.41,0.67418,0.38111,0.82825,0.51555,0.37749,0.39522,0.22157,1.1243,0.73921,1.05969,4.95635e-05,4.95635e-05,4.95635e-05
97,3595.84,0.66966,0.37747,0.82986,0.41007,0.42273,0.39814,0.22032,1.1215,0.74434,1.05823,4.13168e-05,4.13168e-05,4.13168e-05
98,3632.3,0.65988,0.37631,0.82895,0.42207,0.47059,0.40343,0.22124,1.11605,0.74352,1.04998,3.30701e-05,3.30701e-05,3.30701e-05
99,3668.55,0.66048,0.37885,0.82707,0.4813,0.38813,0.4001,0.22871,1.11317,0.73832,1.04986,2.48234e-05,2.48234e-05,2.48234e-05
100,3705.15,0.66314,0.37809,0.83354,0.68251,0.35662,0.39852,0.22962,1.10499,0.73105,1.04389,1.65767e-05,1.65767e-05,1.65767e-05
