epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6357.49,1.06734,0.7008,0.93936,0.64523,0.33788,0.38427,0.22993,1.18475,0.8519,1.03211,0.000494885,0.000494885,0.000494885
43,6498.17,1.06369,0.70521,0.94433,0.56527,0.3465,0.37527,0.22184,1.17354,0.82928,1.03088,0.000486639,0.000486639,0.000486639
44,6637.94,1.0646,0.6941,0.94364,0.57754,0.36688,0.38491,0.23372,1.16622,0.8212,1.02468,0.000478392,0.000478392,0.000478392
45,6778.19,1.04683,0.69334,0.93431,0.51623,0.40062,0.39595,0.23909,1.1718,0.81195,1.03378,0.000470145,0.000470145,0.000470145
46,6920.31,1.04921,0.69021,0.93513,0.65574,0.35522,0.39039,0.23358,1.17292,0.84355,1.03329,0.000461898,0.000461898,0.000461898
47,7061.27,1.03588,0.68242,0.93127,0.56361,0.39857,0.40321,0.23551,1.15833,0.81616,1.02442,0.000453652,0.000453652,0.000453652
48,7201.15,1.03228,0.67155,0.93172,0.62212,0.35978,0.39848,0.23917,1.1515,0.80522,1.02472,0.000445405,0.000445405,0.000445405
49,7340.41,1.03572,0.66983,0.93153,0.61925,0.3779,0.40623,0.23846,1.1664,0.81817,1.03192,0.000437158,0.000437158,0.000437158
50,7480.09,1.02861,0.66343,0.92773,0.63277,0.36901,0.38297,0.22407,1.16317,0.81295,1.02577,0.000428912,0.000428912,0.000428912
51,7618.47,1.02402,0.66572,0.9265,0.58502,0.37003,0.38868,0.22684,1.16708,0.80983,1.03197,0.000420665,0.000420665,0.000420665
52,7757.1,1.01299,0.64357,0.92649,0.59542,0.38216,0.39906,0.2305,1.15648,0.81253,1.02572,0.000412418,0.000412418,0.000412418
53,7895.37,1.00862,0.64559,0.91752,0.57212,0.38083,0.39625,0.23358,1.15871,0.80963,1.0309,0.000404172,0.000404172,0.000404172
54,8034.09,0.99682,0.63213,0.91559,0.56004,0.4021,0.40645,0.23897,1.16206,0.79186,1.03131,0.000395925,0.000395925,0.000395925
55,8173.62,1.0032,0.6369,0.91753,0.59478,0.39125,0.40799,0.2397,1.13824,0.80139,1.02654,0.000387678,0.000387678,0.000387678
56,8312.64,0.991,0.63454,0.91942,0.53262,0.40193,0.40795,0.23466,1.15598,0.79611,1.03085,0.000379431,0.000379431,0.000379431
57,8450.98,0.98658,0.61857,0.91417,0.60978,0.39432,0.40541,0.23961,1.13414,0.78258,1.01821,0.000371185,0.000371185,0.000371185
58,8590.07,0.97687,0.6146,0.90347,0.53454,0.41008,0.40664,0.24458,1.14432,0.80714,1.02371,0.000362938,0.000362938,0.000362938
59,8730.05,0.97824,0.60138,0.90832,0.56505,0.3952,0.40579,0.238,1.15495,0.79903,1.0206,0.000354691,0.000354691,0.000354691
60,8869.21,0.97233,0.60127,0.90033,0.57133,0.40431,0.40367,0.23901,1.12462,0.78677,1.01794,0.000346445,0.000346445,0.000346445
61,9007.55,0.96077,0.59663,0.90151,0.638,0.38036,0.41309,0.24619,1.13874,0.7984,1.01402,0.000338198,0.000338198,0.000338198
62,9146.76,0.94154,0.58093,0.89889,0.57085,0.40525,0.42068,0.24956,1.13317,0.78448,1.0223,0.000329951,0.000329951,0.000329951
63,9286.81,0.9527,0.58378,0.89783,0.59584,0.36898,0.41142,0.24439,1.12338,0.78438,1.02499,0.000321705,0.000321705,0.000321705
