epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,3364.71,0.75485,0.44491,0.83414,0.38042,0.32012,0.27211,0.14534,1.27491,0.89366,1.14935,9.90437e-05,9.90437e-05,9.90437e-05
91,3412.47,0.72752,0.43189,0.83192,0.35739,0.26004,0.24819,0.13308,1.30249,0.91481,1.17681,9.0797e-05,9.0797e-05,9.0797e-05
92,3449.81,0.71324,0.41636,0.83375,0.39068,0.27364,0.25582,0.13605,1.30325,0.94774,1.18034,8.25503e-05,8.25503e-05,8.25503e-05
93,3487.65,0.72525,0.42855,0.84177,0.32146,0.2787,0.23912,0.13318,1.30491,0.94625,1.17847,7.43036e-05,7.43036e-05,7.43036e-05
94,3525.13,0.75966,0.43328,0.83455,0.31157,0.30659,0.25496,0.13841,1.27975,0.93914,1.16132,6.60569e-05,6.60569e-05,6.60569e-05
95,3562.54,0.71385,0.41435,0.82823,0.32687,0.30429,0.25559,0.13626,1.28711,0.9396,1.16367,5.78102e-05,5.78102e-05,5.78102e-05
96,3600.05,0.72669,0.42173,0.83065,0.36671,0.30027,0.26581,0.14167,1.2875,0.95059,1.16217,4.95635e-05,4.95635e-05,4.95635e-05
97,3637.53,0.71348,0.40843,0.83399,0.36999,0.31326,0.26914,0.14137,1.29606,0.95033,1.16954,4.13168e-05,4.13168e-05,4.13168e-05
98,3675.02,0.70687,0.4074,0.83568,0.34803,0.30693,0.25866,0.13574,1.28682,0.93126,1.17139,3.30701e-05,3.30701e-05,3.30701e-05
99,3713.14,0.71594,0.40877,0.81691,0.34106,0.28973,0.25002,0.13594,1.28316,0.9277,1.16379,2.48234e-05,2.48234e-05,2.48234e-05
100,3750.33,0.71006,0.41047,0.83183,0.34444,0.28575,0.24497,0.13739,1.2813,0.90929,1.16242,1.65767e-05,1.65767e-05,1.65767e-05
